num,dt,id,imgURL,imgFile,episode,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags
163,2014-03-04T12:11:01+0000,B00000165_21I4N2_20140304_121100,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000165_21I4N2_20140304_1211004.jpg,B00000165_21I4N2_20140304_1211004.jpg,4,4014,2,1,-0.215,-1.01,0.132,-0.8,0.063,-0.198,6814,6678,4459,13417,27.5,2,-33.87107,151.22548,-33.87107 151.22548,0,80.3,0.4,53.42,3.01,13,1.75,1.336,1,1.563,85.611,-100.3,282.53,0,
164,2014-03-04T12:11:27+0000,B00000166_21I4N2_20140304_121126,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000166_21I4N2_20140304_1211264.jpg,B00000166_21I4N2_20140304_1211264.jpg,4,4014,2,1,-0.248,-0.963,0.066,-0.79,0.069,-0.208,6196,5747,4005,11391,27.5,2,-33.87111,151.22525,-33.87111 151.22525,0,80.5,1.3,36.97,2.3,32,1.31,1.336,1,1.563,86.302,-104.2,286.21,0,
165,2014-03-04T12:11:51+0000,B00000167_21I4N2_20140304_121150,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000167_21I4N2_20140304_1211504.jpg,B00000167_21I4N2_20140304_1211504.jpg,5,4014,2,1,-0.356,-1.084,-0.135,-0.843,0.107,-0.265,10344,9127,6233,21503,27.5,2,-33.87142,151.22514,-33.87142 151.22514,0,80.5,2.7,46.92,2.52,5,1.56,1.336,1,1.563,88.163,-98.3,300.44,0,
166,2014-03-04T12:12:16+0000,B00000168_21I4N2_20140304_121215,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000168_21I4N2_20140304_1212154.jpg,B00000168_21I4N2_20140304_1212154.jpg,5,4014,2,1,0.122,-1.893,-0.473,-0.582,-0.028,-0.537,1705,1971,1556,4627,27.5,2,-33.87129,151.2254,-33.87129 151.22540,0,80.3,1.1,27.89,2.36,5,6.5,1.336,1,1.406,87.618,-93.74,290.51,0,
167,2014-03-04T13:19:43+0000,B00000169_21I4N2_20140304_131942,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000169_21I4N2_20140304_1319424.jpg,B00000169_21I4N2_20140304_1319424.jpg,5,4014,2,1,-0.198,-0.744,-0.479,-0.899,0.178,-0.27,104,79,54,142,21.9,1,-33.87175518,151.2252305,-33.8717551786 151.225230464,1,80.28928571,0,0,0,20,12,1.031,1,1.531,100.23,-117.5,308.72,0,
168,2014-03-04T13:20:13+0000,B00000170_21I4N2_20140304_132012,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000170_21I4N2_20140304_1320124.jpg,B00000170_21I4N2_20140304_1320124.jpg,5,4014,2,1,-0.66,-0.719,-0.445,-0.61,0.046,-0.537,26572,26032,16988,62333,22.3,1,-33.87222036,151.2250609,-33.8722203571 151.225060929,1,80.27857143,0,0,0,2,1.25,1.313,1,1.406,107.28,-127.3,307.26,0,
169,2014-03-04T13:20:39+0000,B00000171_21I4N2_20140304_132039,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000171_21I4N2_20140304_1320394.jpg,B00000171_21I4N2_20140304_1320394.jpg,5,4014,2,1,-0.674,-0.704,-0.427,-0.851,0.252,-0.75,11366,12203,8290,29073,22.6,1,-33.87268554,151.2248914,-33.8726855357 151.224891393,1,80.26785714,0,0,0,5,2.38,1.344,1,1.406,109.39,-130.9,300.71,0,
170,2014-03-04T13:21:05+0000,B00000172_21I4N2_20140304_132104,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000172_21I4N2_20140304_1321044.jpg,B00000172_21I4N2_20140304_1321044.jpg,5,4014,2,1,-0.513,-0.788,-0.525,-0.925,0.337,-0.777,22970,23505,15373,50380,22.6,1,-33.87315071,151.2247219,-33.8731507143 151.224721857,1,80.25714286,0,0,0,2,1.25,1.375,1,1.406,110.16,-126.9,304.53,0,
171,2014-03-04T13:21:31+0000,B00000173_21I4N2_20140304_132131,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000173_21I4N2_20140304_1321314.jpg,B00000173_21I4N2_20140304_1321314.jpg,5,4014,2,1,-0.655,-0.818,-0.422,-0.613,0.088,-0.637,23973,23148,16762,56898,22.6,1,-33.87361589,151.2245523,-33.8736158929 151.224552321,1,80.24642857,0,0,0,2,1.25,1.375,1,1.406,114.03,-125.6,310.64,0,
172,2014-03-04T13:21:57+0000,B00000174_21I4N2_20140304_132156,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000174_21I4N2_20140304_1321564.jpg,B00000174_21I4N2_20140304_1321564.jpg,5,4014,2,1,-0.563,-0.811,-0.397,-0.594,0.124,-0.67,14621,15394,10073,33803,22.6,1,-33.87408107,151.2243828,-33.8740810714 151.224382786,1,80.23571429,0,0,0,3,1.25,1.375,1,1.406,113.89,-125.8,308.25,0,
173,2014-03-04T13:22:26+0000,B00000175_21I4N2_20140304_132226,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000175_21I4N2_20140304_1322264.jpg,B00000175_21I4N2_20140304_1322264.jpg,5,4014,2,1,-0.499,-0.668,-0.421,-0.734,0.218,-0.75,17548,16803,12234,39944,22.6,1,-33.87454625,151.2242133,-33.87454625 151.22421325,1,80.225,0,0,0,3,1.25,1.375,1,1.406,111.91,-126.3,301.14,0,
174,2014-03-04T13:22:52+0000,B00000176_21I4N2_20140304_132252,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000176_21I4N2_20140304_1322524.jpg,B00000176_21I4N2_20140304_1322524.jpg,5,4014,2,1,-0.432,-0.861,-0.345,-0.861,0.328,-0.723,18925,16911,13311,48424,24.9,1,-33.87501143,151.2240437,-33.8750114286 151.224043714,1,80.21428571,0,0,0,2,1.25,1.406,1,1.281,110.88,-124,308.74,0,
175,2014-03-04T13:23:18+0000,B00000177_21I4N2_20140304_132317,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000177_21I4N2_20140304_1323174.jpg,B00000177_21I4N2_20140304_1323174.jpg,5,4014,2,1,-0.476,-0.83,-0.354,-0.866,0.225,-0.793,26260,27205,19235,65535,24.9,1,-33.87547661,151.2238742,-33.8754766071 151.223874179,1,80.20357143,0,0,0,2,1.25,1.406,1,1.281,109.34,-123,304.67,0,
176,2014-03-04T13:23:47+0000,B00000178_21I4N2_20140304_132346,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000178_21I4N2_20140304_1323464.jpg,B00000178_21I4N2_20140304_1323464.jpg,5,4014,2,1,-0.573,-1.02,-0.103,-0.903,0.254,-0.773,13282,14056,9849,33751,24.9,1,-33.87594179,151.2237046,-33.8759417857 151.223704643,1,80.19285714,0,0,0,2,1.25,1.406,1,1.313,110.81,-126.3,300.89,0,
177,2014-03-04T13:24:13+0000,B00000179_21I4N2_20140304_132413,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000179_21I4N2_20140304_1324134.jpg,B00000179_21I4N2_20140304_1324134.jpg,5,4014,2,1,-0.549,-0.806,-0.186,-0.801,0.206,-0.748,21337,21757,15599,48246,24.9,1,-33.87640696,151.2235351,-33.8764069643 151.223535107,1,80.18214286,0,0,0,2,1.25,1.406,1,1.313,110.58,-128.3,303.48,0,
178,2014-03-04T13:24:39+0000,B00000180_21I4N2_20140304_132438,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000180_21I4N2_20140304_1324384.jpg,B00000180_21I4N2_20140304_1324384.jpg,5,4014,2,1,-0.611,-0.793,-0.285,-0.773,0.206,-0.76,29424,31424,22013,65535,24.9,1,-33.87687214,151.2233656,-33.8768721429 151.223365571,1,80.17142857,0,0,0,1,1.25,1.406,1,1.313,109.1,-127,306.71,0,
179,2014-03-04T13:25:05+0000,B00000181_21I4N2_20140304_132504,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000181_21I4N2_20140304_1325044.jpg,B00000181_21I4N2_20140304_1325044.jpg,5,4014,2,1,-0.378,-0.592,-0.543,-0.815,0.21,-0.752,26805,28245,18780,65535,24.9,1,-33.87733732,151.223196,-33.8773373214 151.223196036,1,80.16071429,0,0,0,2,1.25,1.406,1,1.313,111.39,-125.7,307.29,0,
180,2014-03-04T13:25:31+0000,B00000182_21I4N2_20140304_132531,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000182_21I4N2_20140304_1325314.jpg,B00000182_21I4N2_20140304_1325314.jpg,5,4014,2,1,-0.445,-0.785,-0.525,-0.807,0.207,-0.745,29982,31351,21537,65535,25.7,1,-33.8778025,151.2230265,-33.8778025 151.2230265,1,80.15,0,0,0,2,1.25,1.406,1,1.375,111.58,-127.1,302.7,0,
181,2014-03-04T13:25:57+0000,B00000183_21I4N2_20140304_132556,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000183_21I4N2_20140304_1325564.jpg,B00000183_21I4N2_20140304_1325564.jpg,5,4014,2,1,-0.675,-0.814,-0.313,-0.745,0.207,-0.738,36742,32967,20187,65535,25.7,1,-33.87826768,151.222857,-33.8782676786 151.222856964,1,80.13928571,0,0,0,1,1.25,1.406,1,1.375,110.71,-126.8,303.12,0,
182,2014-03-04T13:26:27+0000,B00000184_21I4N2_20140304_132627,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000184_21I4N2_20140304_1326274.jpg,B00000184_21I4N2_20140304_1326274.jpg,5,4014,2,1,-0.441,-0.529,-0.262,-0.945,0.312,-0.56,16999,14105,9667,35948,25.7,1,-33.87873286,151.2226874,-33.8787328571 151.222687429,1,80.12857143,0,0,0,2,1.25,1.25,1,1.406,111.66,-127.9,293.41,0,
183,2014-03-04T13:26:54+0000,B00000185_21I4N2_20140304_132653,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000185_21I4N2_20140304_1326534.jpg,B00000185_21I4N2_20140304_1326534.jpg,5,4014,2,1,-0.61,-0.741,-0.448,-0.964,0.23,-0.697,28134,27259,19390,65289,25.7,1,-33.87919804,151.2225179,-33.8791980357 151.222517893,1,80.11785714,0,0,0,2,1.25,1.406,1,1.375,111.94,-129.4,300.58,0,
184,2014-03-04T13:27:20+0000,B00000186_21I4N2_20140304_132719,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000186_21I4N2_20140304_1327194.jpg,B00000186_21I4N2_20140304_1327194.jpg,5,4014,2,1,-0.56,-0.921,-0.433,-0.725,0.181,-0.75,25477,26330,18711,61893,27.4,1,-33.87966321,151.2223484,-33.8796632143 151.222348357,1,80.10714286,0,0,0,1,1.25,1.438,1,1.313,112.74,-127.2,309.21,0,
185,2014-03-04T13:27:46+0000,B00000187_21I4N2_20140304_132746,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000187_21I4N2_20140304_1327464.jpg,B00000187_21I4N2_20140304_1327464.jpg,5,4014,2,1,-0.195,-0.927,-0.164,-0.682,0.003,-0.62,25446,26995,20968,65535,27.4,1,-33.88012839,151.2221788,-33.8801283929 151.222178821,1,80.09642857,0,0,0,5,1.25,1.594,1,1.188,104.1,-119.5,306.29,0,
186,2014-03-04T13:28:12+0000,B00000188_21I4N2_20140304_132812,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000188_21I4N2_20140304_1328124.jpg,B00000188_21I4N2_20140304_1328124.jpg,5,4014,2,1,-0.378,-0.795,-0.524,-0.546,0.088,-0.73,3450,4297,3380,10553,27.4,1,-33.88059357,151.2220093,-33.8805935714 151.222009286,1,80.08571429,0,0,0,5,2.88,1.594,1,1.188,122.63,-114.8,311.81,0,
187,2014-03-04T13:28:40+0000,B00000189_21I4N2_20140304_132840,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000189_21I4N2_20140304_1328404.jpg,B00000189_21I4N2_20140304_1328404.jpg,5,4014,2,1,-0.534,-0.85,-0.407,-0.593,-0.078,-0.462,4394,5317,4235,12498,27.4,1,-33.88105875,151.2218398,-33.88105875 151.22183975,1,80.075,0,0,0,5,1.69,1.594,1,1.156,111.57,-123.2,301.59,0,
188,2014-03-04T13:29:08+0000,B00000190_21I4N2_20140304_132907,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000190_21I4N2_20140304_1329074.jpg,B00000190_21I4N2_20140304_1329074.jpg,5,4014,2,1,-0.818,-0.516,-0.486,-0.845,0.412,-0.312,445,428,181,989,27.4,1,-33.88152393,151.2216702,-33.8815239286 151.221670214,1,80.06428571,0,0,0,5,12,1.25,1,1.719,104.67,-131.9,286.32,0,
189,2014-03-04T13:29:35+0000,B00000191_21I4N2_20140304_132934,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000191_21I4N2_20140304_1329344.jpg,B00000191_21I4N2_20140304_1329344.jpg,5,4014,2,1,-0.402,-0.343,0.002,-0.958,0.066,-0.205,341,358,191,862,27.4,1,-33.88198911,151.2215007,-33.8819891071 151.221500679,1,80.05357143,0,0,0,5,12,1.25,1,1.906,97.396,-130.6,265.06,0,
190,2014-03-04T13:30:02+0000,B00000192_21I4N2_20140304_133001,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000192_21I4N2_20140304_1330014.jpg,B00000192_21I4N2_20140304_1330014.jpg,5,4014,2,1,-0.402,-0.846,-0.146,-0.893,0.14,-0.085,341,351,177,801,27.4,1,-33.88245429,151.2213311,-33.8824542857 151.221331143,1,80.04285714,0,0,0,5,12,1.25,1,2.063,95.283,-127.9,277.54,0,
191,2014-03-04T13:30:29+0000,B00000193_21I4N2_20140304_133029,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000193_21I4N2_20140304_1330294.jpg,B00000193_21I4N2_20140304_1330294.jpg,5,4014,2,1,-0.392,-0.796,0.104,-0.613,0.178,0.07,139,131,87,297,27.4,1,-33.88291946,151.2211616,-33.8829194643 151.221161607,1,80.03214286,0,0,0,20,12,1.344,1,1.813,95.752,-130.7,297.2,0,
192,2014-03-04T13:30:55+0000,B00000194_21I4N2_20140304_133055,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000194_21I4N2_20140304_1330554.jpg,B00000194_21I4N2_20140304_1330554.jpg,5,4014,2,1,-0.601,-0.818,0.215,-0.951,0.406,-0.593,788,894,577,2446,27.4,1,-33.88338464,151.2209921,-33.8833846429 151.220992071,1,80.02142857,0,0,0,5,12,1.281,1,2.031,95.284,-127.7,306.45,0,
193,2014-03-04T13:31:25+0000,B00000195_21I4N2_20140304_133125,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000195_21I4N2_20140304_1331254.jpg,B00000195_21I4N2_20140304_1331254.jpg,5,4014,2,1,-0.679,-0.602,-0.056,-0.796,0.075,-0.618,226,224,129,517,27.4,1,-33.88384982,151.2208225,-33.8838498214 151.220822536,1,80.01071429,0,0,0,20,10.5,1.438,1,1.625,95.13,-127.8,296.68,0,
194,2014-03-04T13:31:52+0000,B00000196_21I4N2_20140304_133152,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000196_21I4N2_20140304_1331524.jpg,B00000196_21I4N2_20140304_1331524.jpg,5,4014,2,1,-0.935,-0.709,-0.535,-0.73,0.127,-0.463,221,235,137,567,27.4,1,-33.884315,151.220653,-33.884315 151.220653,0,80,0,0,0,5,7.25,1.438,1,1.438,98.644,-130.3,300.42,0,
